"","X","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power","bias.mean","bias.sd","bias.min","bias.max","ci.coverage.true.psi","ci.coverage.smooth.true.psi"
"1",0,-1.5179668296602,5.39447010443861,0.296020162396435,0.0021291956309359,0.284843946005063,0.00239186948817953,0.000425445018495068,0.00436444733547347,-4.47229552629575,0.8,-1.59296274754567,0.296690835691936,0.00225646889725435,0.285618438583147,-1.80520963676742,0.366781662437336,0.0023049394897606,0.352764757998472,0,0.01,0.21,0.287242807107226,0.878454874707012,-0.732350625915506,7.03532528895873,0.96969696969697,0.95959595959596
"2",0.1,-1.66986945674488,0.575051520684378,0.302683702765764,0.00200317639028574,0.291222990321536,0.00237107342590472,0.000409455362626754,0.00436176890653236,-4.55732452297812,0.8,-1.66673981304623,0.302738650596281,0.00209813735326689,0.291736720527612,-1.89897104079612,0.380226354751325,0.00207992920918597,0.36633446915143,0.1,0.01,0.17,0.229101584051237,0.521036200108353,-0.729135179724477,1.90921184422237,0.96969696969697,0.95959595959596
"3",0.2,-1.72709203219987,0.648304481831725,0.307604449674797,0.0018732319136553,0.296139941079349,0.00235505588685797,0.00039237600071491,0.00433890419855689,-4.64929791268194,0.8,-1.79824891044634,0.308476091756558,0.0018182795702216,0.297545615241149,-1.99202826048787,0.390241877570074,0.00185574316853266,0.376638562662394,0.2,0.01,0.16,0.264936228288001,0.575869008721971,-0.704337805537419,3.22557829129494,0.98989898989899,0.96969696969697
"4",0.3,-1.81781139204261,1.27728680170586,0.310690780998691,0.00174054033528138,0.299267391154441,0.00234485196971901,0.000374653353011508,0.00434199916990783,-4.7439066595846,0.8,-1.90079019564741,0.310956892490057,0.00154345021721889,0.30066210746691,-2.08134213708592,0.396535966045686,0.00164789685654847,0.383327711486097,0.3,0.02,0.16,0.263530745043308,0.538091618207104,-0.700221768794949,2.69974742367283,1,0.969387755102041
"5",0.4,-1.83886531740232,0.74477576302453,0.311868276916398,0.00160900210993203,0.300579578565619,0.00233903061917576,0.00035668129807905,0.00433191470088529,-4.80948718477249,0.8,-1.84949247193509,0.311878370070457,0.00165124326664178,0.301424159079557,-2.17299311826555,0.398922333786082,0.00144552136100968,0.386224096617294,0.4,0.01,0.17,0.334127800863228,0.666292248399691,-0.633886972177035,3.33829719204294,1,0.939393939393939
"6",0.5,-1.91873465697001,0.790565212756848,0.311144924020851,0.00147822871712661,0.300102171410571,0.00234659284800013,0.00033827028571704,0.00433546135781897,-4.88845401811432,0.8,-2.00807277991162,0.31037674324519,0.00140734946916443,0.300213101887473,-2.26343376554061,0.397329831578688,0.00125672725265363,0.385245077207738,0.5,0.02,0.17,0.344699108570596,0.661822439426323,-0.576714529431904,3.53407931669036,1,0.959183673469388
"7",0.6,-1.98687842953814,1.31352863994827,0.308509251763078,0.00135047915061127,0.297776086073427,0.00235568789259049,0.00031978955793546,0.00434817915969463,-4.96257699373333,0.8,-2.00336691796909,0.308250667987819,0.00133932822642074,0.298439465736058,-2.35355786123407,0.391805971182121,0.0010811437743693,0.380429157550003,0.6,0.03,0.18,0.366679431695925,0.709009338973531,-0.71325899926452,4.27817682307717,1,0.958762886597938
"8",0.7,-2.09417149675662,1.11503128599274,0.304069029064335,0.00122634393542568,0.293814193543216,0.00237134743437339,0.000301206582729219,0.00435702905906808,-5.03439843372892,0.8,-1.96202071570544,0.30384573856593,0.00134465351024528,0.294393273683109,-2.4449487525084,0.382514570662924,0.000920795421065032,0.371897837484836,0.7,0.05,0.17,0.35077725575178,0.573038177776113,-0.824900306993412,3.00130410015869,0.989473684210526,0.91578947368421
"9",0.8,-2.09002361929073,0.908073583722865,0.297860185011044,0.00110737711135151,0.287964662429695,0.00238845674209953,0.000282700567059076,0.00436291780436531,-5.09079628257665,0.8,-2.08042591354137,0.297568480264869,0.00111793798232677,0.288723044317906,-2.53776886408362,0.369727684111432,0.000773548984879449,0.359941196863067,0.8,0.03,0.18,0.447745244792899,0.723123443148121,-0.941242093989589,3.02435614456433,0.989690721649485,0.948453608247423
"10",0.9,-2.19652056607248,1.19296829551046,0.289967457648808,0.00099421796669209,0.280694719099311,0.00241259567825674,0.000264317437807128,0.00438738694929087,-5.17265046271602,0.8,-2.23446200229777,0.289170337941357,0.000914285295678329,0.280724682512837,-2.62830312989306,0.35381237049778,0.000646553501349109,0.344857444236888,0.9,0.06,0.17,0.431782563820582,0.635715710977589,-1.03076752055741,2.96715502518491,0.98936170212766,0.957446808510638
"11",1,-2.23932120223166,1.84720527933267,0.280569440556899,0.000887271463774618,0.271913861236468,0.00243610085128048,0.000246293453301958,0.00437682142623153,-5.22501855052375,0.8,-2.25574518424431,0.279560633739985,0.000848720230280694,0.271734800175723,-2.71923468031431,0.335213199487106,0.00053411345500131,0.32711138797394,1,0.06,0.21,0.479913478082648,0.649252307642514,-1.12663188608166,3.03474551103267,0.98936170212766,0.957446808510638
