"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power","bias.mean","bias.sd","bias.min","bias.max","ci.coverage.true.psi","ci.coverage.smooth.true.psi"
"0",-1.50861081615725,1.3634063054431,0.333766577076814,0.00242679376140954,0.321079435829305,0.00447250559504598,0.000563632414137257,0.00739506146556363,-4.10921802668243,0.5,-1.70827927411716,0.332675225606461,0.00224566349815983,0.320402145350521,-1.70104885290691,0.366781662437336,0.00254908729451664,0.352813449770249,0,0.06,0.37,0.192438036749661,0.865138963021781,-1.1011005175162,2.93491644010733,0.946808510638298,0.946808510638298
"0.1",-1.64065401977587,12.7842415107998,0.343627550225004,0.00225992375272619,0.330549549960783,0.00447040148920488,0.000541719346328366,0.00741219471296461,-4.21322361357019,0.5,-1.71705801944145,0.343685325495913,0.00226936030011604,0.331081020773623,-1.79382288268819,0.380226354751325,0.00232561710316974,0.366243830148896,0.1,0.08,0.34,0.153168862912317,1.0144850350553,-1.08813772947042,7.08031595849657,0.956521739130435,0.945652173913043
"0.2",-1.7462906190432,0.912288852225894,0.336949873132814,0.00208674501646896,0.324232354524513,0.00362356762599401,0.000476256399387443,0.00607407030994599,-4.41957589697619,0.6,-1.75016994096087,0.337072720234852,0.00210076511390888,0.325174580883419,-1.88412736209384,0.390241877570074,0.00211115079149322,0.376349218728629,0.2,0.05,0.3,0.137836743050639,0.649118466354278,-0.937610505790616,2.44838322882995,0.957894736842105,0.905263157894737
"0.3",-1.83803669216451,0.946949191071427,0.341029066155674,0.00192846822115468,0.328200987425275,0.00361471092234598,0.000455426829595581,0.00606173186694371,-4.53051894411139,0.6,-1.88385977135387,0.340250400111882,0.00182960420843753,0.328275845062935,-1.97225029428156,0.396535966045686,0.00190015998984832,0.382879837725112,0.3,0.05,0.31,0.134213602117048,0.675173553054131,-0.970772964526657,3.19521144152521,0.947368421052632,0.91578947368421
"0.4",-1.91809531140663,0.949566832225232,0.342633963934995,0.00177163412297692,0.329796958286181,0.00361306948909092,0.000434507219395382,0.0060562480495589,-4.61084474794745,0.6,-1.95107466583443,0.342944074923657,0.00173039566717477,0.330952423630707,-2.06128158446919,0.398922333786082,0.00169113186085274,0.385636748566736,0.4,0.05,0.25,0.143186273062559,0.7020851033504,-1.12596568890343,2.89250782440544,0.926315789473684,0.91578947368421
"0.5",-1.93480776673866,1.0287691552729,0.326443820097245,0.00163502728158846,0.314509199200295,0.00295735727765362,0.000384923135276641,0.00502297661025452,-4.74063676144913,0.7,-1.96097163628212,0.325687129839948,0.00153549501641679,0.314895079320989,-2.15391805813719,0.397329831578688,0.00148319828313525,0.384546797662288,0.5,0.04,0.23,0.219110291398529,0.615750529165209,-1.04223638215601,2.72551497681487,0.958333333333333,0.90625
"0.6",-1.91502057808537,2.96923621676279,0.32344242824653,0.00149274053004416,0.311752719063464,0.00296779924943943,0.000364800875567043,0.00504016874405692,-4.81448791393378,0.7,-1.86434170039308,0.323670855099073,0.00158637317770486,0.313505267467906,-2.24568274867199,0.391805971182121,0.00129064056692128,0.379613466320952,0.6,0.03,0.24,0.330662170586618,0.954317917939209,-1.1544836956131,6.12265489073276,0.958762886597938,0.876288659793814
"0.7",-2.08692767112665,0.997191888848038,0.318301783902556,0.00135382488339731,0.306959547408048,0.0029873510425138,0.000344320800512574,0.00506624521420279,-4.87943425690625,0.7,-2.02822934761261,0.317853578025339,0.00133954745787049,0.307847033763537,-2.33781287797704,0.382514570662924,0.00111100191117849,0.371006194768951,0.7,0.05,0.24,0.250885206850382,0.624275442925837,-1.29507343175187,2.46717323257089,0.957894736842105,0.91578947368421
"0.8",-2.00297568238933,1.13565811941311,0.297871353536581,0.00125972186860984,0.287529390792917,0.00250021829795112,0.00030732818203696,0.00433086256803146,-4.95397565584928,0.8,-2.03480926151406,0.296518325805113,0.00127280557861883,0.286853533803312,-2.42738043748978,0.369727684111432,0.000948632002468476,0.358980474950757,0.8,0.02,0.21,0.42440475510045,0.703472916458066,-1.02191968866743,3.44180273569926,0.989795918367347,0.918367346938776
"0.9",-1.92216763171593,0.599569035508447,0.265987315847227,0.00121201859097988,0.257019999612488,0.00180067282753671,0.000267600144288119,0.00335133075057928,-4.99144579831391,1,-2.01383017773275,0.265252307359551,0.00116193152097816,0.256694831283446,-2.5177389166894,0.35381237049778,0.000801622303747333,0.343871832023272,0.9,0,0.16,0.595571284973467,0.542542804238603,-0.534832882901071,2.49888143257868,1,0.95
"1",-1.96879828638203,0.651889899167834,0.25891594551691,0.00110922505483971,0.250265728058896,0.00183866845053554,0.00025226959257009,0.00343192486130897,-5.04778881591398,1,-1.97100192125363,0.259150493257369,0.00112096258342847,0.251186699052497,-2.61204723516639,0.335213199487106,0.000668062218703905,0.326109569195116,1,0,0.16,0.643248948784367,0.568116304376557,-0.494220202477786,2.67212359914139,1,0.95
