"","X","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power","bias.mean","bias.sd","bias.min","bias.max","ci.coverage.true.psi","ci.coverage.smooth.true.psi"
"1",0,-1.3190416273342,1.02141502686984,0.295652324084113,0.00262204948699413,0.285172806017866,0.00349167594170585,0.000489351888273204,0.00435701666147301,-4.23578918346416,0.8,-1.52695196040362,0.294962502260122,0.00231688667677839,0.284406830267741,-1.40951989109583,0.366781662437336,0.00326221741498062,0.353426179013199,0,0.06,0.33,0.0904782637616311,0.674645003796863,-0.859101295055639,3.93359816036554,0.968085106382979,0.978723404255319
"2",0.1,-1.3374600005838,0.878402503676055,0.302247204818103,0.00255092698334042,0.291877862489435,0.00346233021129725,0.000480689050887992,0.00430855575562669,-4.2991079024903,0.8,-1.47456369944407,0.303025067873908,0.00239227606231714,0.292571201801644,-1.4117467113378,0.380226354751325,0.00312445516238042,0.367406352446353,0.1,0.06,0.36,0.0742867107540041,0.633185123238022,-0.972209569585048,2.30160660389784,0.957446808510638,0.978723404255319
"3",0.2,-1.30663434015197,1.04398381491659,0.307141053807968,0.00246679338546379,0.296871879535114,0.00343663267752872,0.000470924333572927,0.0042612984479648,-4.35726525151256,0.8,-1.50043153987396,0.306487829900685,0.00231357705238564,0.29622487080224,-1.41454920949376,0.390241877570074,0.00296090950076642,0.378058826924823,0.2,0.05,0.37,0.107914869341797,0.761284424180486,-1.055979647761,3.23541272902482,0.957894736842105,0.968421052631579
"4",0.3,-1.27673006916931,1.4992010412947,0.310182907746272,0.00237186142760873,0.300100220501371,0.00341926446669452,0.000459537120033545,0.00422615494128414,-4.41146044090281,0.8,-1.40758972669923,0.309959194957987,0.00235016166692507,0.300462112454499,-1.41647636422329,0.396535966045686,0.00278196935360309,0.385067107132753,0.3,0.04,0.39,0.139746295053977,0.87004181857271,-1.1784326095732,3.86721482725298,0.958333333333333,0.947916666666667
"5",0.4,-1.31914751930558,2.23434774952987,0.311379374614729,0.00226669157123272,0.301565781888134,0.00341599982605569,0.000446685394966841,0.00420983238855606,-4.46221290569425,0.8,-1.41972197705159,0.311325922852962,0.00235707611456686,0.301668874124174,-1.41834351430049,0.398922333786082,0.00258644560919202,0.388239607236958,0.4,0.05,0.41,0.0991959949949128,0.85410804923721,-1.23218996618411,5.33932741210076,0.936842105263158,0.936842105263158
"6",0.5,-1.37501848992096,2.03779698369907,0.310662163083467,0.00215168701204718,0.301139381230298,0.00341689035684056,0.000432463630067195,0.00421091859584228,-4.52582333819808,0.8,-1.48102142195327,0.311638747845842,0.0020319364741759,0.30287038717087,-1.42027935386135,0.397329831578688,0.00237889439650472,0.387485309224467,0.5,0.06,0.41,0.0452608639403894,0.699193618002865,-1.29787156773651,2.05945152506221,0.925531914893617,0.936170212765957
"7",0.6,-1.33022556708024,1.76632507536731,0.308090359575195,0.00203153772083318,0.298916715059952,0.00343061320905118,0.000417390782181143,0.00423426460437267,-4.54756383557003,0.8,-1.37374358794277,0.308641268041027,0.00201148566362738,0.300770544514917,-1.42201595453399,0.391805971182121,0.00216763482693487,0.382820107988297,0.6,0.06,0.41,0.0917903874537493,0.890678667623186,-1.32336572270882,4.15853573191951,0.925531914893617,0.904255319148936
"8",0.7,-1.38897188977904,9.3370661224947,0.303642262603982,0.00190535212730928,0.294861034298756,0.00345103516389856,0.000400956984897654,0.00427127107527654,-4.59126790791382,0.8,-1.39970201866121,0.303051966349555,0.00198860605889977,0.295031883761359,-1.42365345565774,0.382514570662924,0.00195526206777208,0.374395808576648,0.7,0.09,0.38,0.0346815658787023,0.986100269904812,-1.34165162626506,6.58928633802737,0.901098901098901,0.89010989010989
"9",0.8,-1.4480575042246,1.44995682308168,0.297465517003342,0.00177720958025064,0.28912973723866,0.00347968694663471,0.000383846874138348,0.00431906738312006,-4.61931024041046,0.8,-1.4141384560126,0.297961254410058,0.00177922228338962,0.29069500673692,-1.42541262434881,0.369727684111432,0.00174242746877705,0.362479928411381,0.8,0.1,0.4,-0.0226448798757979,0.795883738084525,-1.35331516367489,2.71107294495113,0.9,0.9
"10",0.9,-1.47784249032897,2.08461968104899,0.289652993584404,0.00164706684347374,0.281800855036305,0.00351214569594966,0.000365974585946161,0.00436780457305617,-4.65264689822201,0.8,-1.51577061142884,0.288935193309859,0.00147945861008452,0.282306655255812,-1.42644203905593,0.35381237049778,0.00154058117264557,0.347397609317004,0.9,0.12,0.4,-0.0514004512730379,0.869605312414063,-1.33428676370546,4.00835267437914,0.886363636363636,0.886363636363636
"11",1,-1.5151348269829,1.74088505411873,0.28032059522452,0.0015173339625014,0.272969932893886,0.00354394126399108,0.00034750847068159,0.00441301688112075,-4.67599894667727,0.8,-1.46199732464045,0.279920612075742,0.00146282948337837,0.273656363131408,-1.42763631959198,0.335213199487106,0.00134996787692213,0.329585407845122,1,0.13,0.39,-0.087498507390922,0.859513054591478,-1.43109939089907,3.38540057615274,0.850574712643678,0.862068965517241
