"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent","power","bias.mean","bias.sd","bias.min","bias.max","ci.coverage.true.psi","ci.coverage.smooth.true.psi"
"0",-1.34961746734854,0.6337661740968,0.296118461201818,0.00255120711342357,0.285649261319423,0.00239122560920479,0.000476983349275143,0.00438004942684779,-4.31578939062311,0.8,-1.29560017104056,0.29573150941171,0.00281854156791537,0.285552802765157,-1.80122828651019,0.366781662437336,0.00228337063784236,0.352951097580287,0,0.02,0.28,0.451610819161659,0.54107226516154,-0.476676213029935,2.66763995304319,1,0.938775510204082
"0.1",-1.38874581795727,0.703041750557156,0.302726924301854,0.00246499250093846,0.292450984473604,0.00237247974825407,0.000466935955160224,0.00436036348991534,-4.37608333125877,0.8,-1.41252755692466,0.302709021862817,0.00248554791935755,0.292615164446127,-1.89568233719625,0.380226354751325,0.00208087552836843,0.366373780672315,0.1,0.03,0.27,0.50693651923898,0.492121094535527,-0.399310650019413,2.18298861579858,0.989690721649485,0.958762886597938
"0.2",-1.4127814037891,0.649426149226419,0.307608805891344,0.00236769598819588,0.297477513281203,0.00235338171141961,0.000455583543935227,0.00434393574910979,-4.43548232965396,0.8,-1.41582547261341,0.307037116690819,0.00242450465759264,0.297172645652207,-1.98920702255626,0.390241877570074,0.00187909070353233,0.376506222470333,0.2,0.03,0.27,0.576425618767158,0.506943127144889,-0.388464075140408,2.18327008022442,0.989690721649485,0.958762886597938
"0.3",-1.39855224009649,0.880074345386005,0.310675733002554,0.00226040837639796,0.300835597358084,0.00234401646763171,0.00044282919387856,0.00431657190586648,-4.49528083695105,0.8,-1.35620239817427,0.310121816307861,0.00230084473686937,0.301225684307468,-2.08197030239826,0.396535966045686,0.00168010824207574,0.383061068364343,0.3,0.03,0.27,0.68341806230177,0.646175028800813,-0.325562429976459,4.40620637328605,0.979381443298969,0.927835051546392
"0.4",-1.42098649812526,0.79761548625018,0.311877641220197,0.00214571901393272,0.302338034064496,0.00233479014553867,0.000429122129743333,0.0043284647657649,-4.55248310960639,0.8,-1.44668856198758,0.311927843799406,0.00216397945302851,0.302957650058231,-2.170833500043,0.398922333786082,0.00149701007740224,0.385800161542079,0.4,0.03,0.3,0.749847001917736,0.624844619951282,-0.258655856786388,3.80439140073378,0.979381443298969,0.938144329896907
"0.5",-1.44879968410344,0.981588482200627,0.311201199730408,0.00202451524757539,0.302005084595104,0.00234660809500763,0.000414244326126133,0.00429938626347473,-4.60984209425964,0.8,-1.37555987955991,0.310538715040716,0.0020303441608642,0.302580357216201,-2.26003978750486,0.397329831578688,0.00131911453904631,0.384688136358328,0.5,0.04,0.29,0.811240103401421,0.644936445126311,-0.218606333840058,4.40393798596573,0.96875,0.916666666666667
"0.6",-1.43279168176031,1.20711881933606,0.308537449258247,0.00189933569272025,0.299833654208087,0.00235301529120487,0.000398401114970594,0.00431561134810418,-4.6484948148905,0.8,-1.41117110577275,0.308634290318071,0.00195891958699735,0.300590976141321,-2.34945993167764,0.391805971182121,0.00115097190665131,0.379743891110488,0.6,0.04,0.34,0.916668249917331,0.701883856067584,-0.106450152899728,4.72746870381323,0.96875,0.927083333333333
"0.7",-1.45582312436412,1.01776624679719,0.30409243367995,0.00177134037654039,0.295903250159081,0.00236848097865596,0.000381777849229952,0.00432897624724572,-4.6826519114683,0.8,-1.44033558748475,0.304567128327982,0.00171623695196511,0.297412432560544,-2.44025821655805,0.382514570662924,0.000991687803150549,0.371133957809939,0.7,0.05,0.33,0.984435092193934,0.655367038519787,-0.0728694470779621,3.10056508892892,0.926315789473684,0.936842105263158
"0.8",-1.39634309833131,1.66010756823452,0.297832224409887,0.00164097446822173,0.290213835679207,0.00238935355875199,0.000364253027353007,0.00434984033985953,-4.72729537430778,0.8,-1.52099597133416,0.297288991465316,0.00153259447815004,0.290408185899748,-2.53006067724147,0.369727684111432,0.000848313210001651,0.359077732833799,0.8,0.05,0.37,1.13371757891015,0.824613982963499,-0.0467415128892172,4.52939291768107,0.936842105263158,0.957894736842105
"0.9",-1.33843760053187,1.99830276654889,0.289961554791938,0.00151205440155663,0.28305958975066,0.00241210221746807,0.000346175053971506,0.00434898977273463,-4.7699919147837,0.8,-1.47278057659532,0.290048551982036,0.00147170159331228,0.283626481948513,-2.62146409070101,0.35381237049778,0.000715640771800675,0.343968124346592,0.9,0.05,0.49,1.28302649016914,0.919026806208964,0.0187439784645407,4.57479511691976,0.926315789473684,0.926315789473684
"1",-1.38434692315188,3.43405123202602,0.280539882811811,0.00138401050879973,0.27418296515052,0.0024366119906367,0.000327698218405531,0.00437035700209249,-4.80411460922121,0.8,-1.45386539297003,0.279937572307874,0.00137103949063333,0.274192152516197,-2.71417588455584,0.335213199487106,0.0005973352324283,0.326198116250609,1,0.08,0.47,1.32982896140395,0.907384395510036,0.0799011470300894,4.95447888011728,0.923913043478261,0.923913043478261
