"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"0",NA,1.88263452977563,0.333771404854427,0.00228383394421655,0.321015637860228,0.00430884375310368,0.000539248805848176,0.00951537930620947,NA,0.5,-1.68992750622944,0.333183883416623,0.00234853086923593,0.320758108418577,-1.80786951334518,0.366781662437336,0.00226375230807061,0.352978561629558,0,0.1
"0.1",NA,1.85639313834498,0.343619843091512,0.00211031763482461,0.33057954441492,0.00431834417542832,0.000515457705550973,0.00957427645722459,NA,0.5,-1.74544383892131,0.342875574149597,0.0022227965615656,0.330334529435151,-1.89447764050133,0.380226354751325,0.00208167028484365,0.366385174379634,0.1,0.11
"0.2",NA,5.65197742883721,0.336899778919997,0.0019432098215136,0.324507811469125,0.00349244210589217,0.000449821732274138,0.00770826918280804,NA,0.6,-1.87916977124717,0.335998012753769,0.00182899730046678,0.324145961460074,-1.98539627884374,0.390241877570074,0.0018882047839764,0.376492097806713,0.2,0.08
"0.3",NA,1.9256045279791,0.340972859962736,0.00179111252919557,0.328621490108257,0.00349064576738837,0.000427091010868676,0.00775260216257512,NA,0.6,-1.84282403907505,0.339473517275722,0.00175290428668953,0.328595905304593,-2.08044644702531,0.396535966045686,0.00168571822390792,0.38303666154492,0.3,0.06
"0.4",NA,1.42688780898166,0.34257422138886,0.00162784529354321,0.33033020898526,0.00348344754837247,0.00040407911110972,0.00774370908811794,NA,0.6,-2.01183173313749,0.341165846049716,0.00150797430699854,0.330385113412237,-2.16782393094499,0.398922333786082,0.00150299006656503,0.385787333661501,0.4,0.06
"0.5",NA,1.59816622313759,0.326341434818409,0.00151793074922543,0.31511560781503,0.00284834092735678,0.000357566643499909,0.00628193462918222,NA,0.7,-2.05206321149493,0.325764670490332,0.00135789758524602,0.315496773000874,-2.25916225647394,0.397329831578688,0.00132095610990441,0.384681591812669,0.5,0.04
"0.6",NA,1.46601350420849,0.323385339832168,0.00137931764895645,0.312326287379695,0.00285399678003924,0.000336827468230212,0.00631563913374728,NA,0.7,-2.09509559236746,0.32349249284085,0.00122878452171226,0.313641917806661,-2.34912228329374,0.391805971182121,0.00115184729754478,0.379738792245583,0.6,0.06
"0.7",NA,1.88701485003545,0.318231816383752,0.00124341789853291,0.307672453560982,0.00286556207137147,0.000316105832988192,0.00628575345801456,NA,0.7,-2.00856586638758,0.31798382691833,0.00127102588622361,0.308678863876724,-2.43877194984626,0.382514570662924,0.000993763798345638,0.371127071126647,0.7,0.06
"0.8",NA,3.23344810055836,0.297798316563166,0.00115684423310921,0.288292524740084,0.00238710036400496,0.000282861289310221,0.00520702921014909,NA,0.8,-2.04006425103513,0.297414042596442,0.00112594634085136,0.288811077609584,-2.52996964232861,0.369727684111432,0.000847392327904914,0.359090262255171,0.8,0.04
"0.9",NA,0.771967006474442,0.267944774819151,0.00112884732935567,0.261857096762518,0.00172883478268205,0.000248173876908517,0.00382813092845096,NA,1,-2.02653023095504,0.264978813767041,0.00111395074130904,0.256551931301228,-2.62500741250124,0.35381237049778,0.000713168211547598,0.343967314038103,0.9,0.12
"1",NA,1.45725910482886,0.262604033975174,0.00102644756104407,0.252493028401927,0.00176791019831114,0.000233044288814844,0.00377842214917777,NA,1,-2.03131136441066,0.258816483954319,0.000982243995696726,0.251431717130694,-2.71366891732542,0.335213199487106,0.000597985968225209,0.326192869408258,1,0.04
