"","psi","sd","psi1","psi2","psi3","sd1","sd2","sd3","init.psi","h","smooth.true.psi","smooth.true.psi1","smooth.true.psi2","smooth.true.psi3","true.psi","true.psi1","true.psi2","true.psi3","s1","psi_NA_percent"
"0",NA,3.02560188901271,0.333760680189246,0.00242735998673302,0.320336298426008,0.0088797529804606,0.000569560210140008,0.00739002376320172,-4.09531261931961,0.5,-1.68303457348258,0.334791417203706,0.00238818436791051,0.32212127176208,-1.7026112217344,0.366781662437336,0.00254390067248362,0.352820074742138,0,0.09
"0.1",NA,2.10674574382766,0.343268040633201,0.0022611928672263,0.32982554824998,0.0088660577907281,0.000546759753846389,0.00740552657508244,-4.2111428736545,0.5,-1.70752747721737,0.343436239079811,0.00226334904454822,0.330985259306609,-1.79154032655302,0.380226354751325,0.00233116672219226,0.366242419231012,0.1,0.1
"0.2",NA,1.03006256574065,0.336295342321228,0.00208687051023078,0.323676843207167,0.00717266548956137,0.000481024574028622,0.00607170964737207,-4.41475005358563,0.6,-1.67739706926651,0.335017814622517,0.00205988664478604,0.324030810347067,-1.88484541662889,0.390241877570074,0.00211040543689247,0.376344147870311,0.2,0.09
"0.3",NA,1.52054213807277,0.340157710706695,0.00193047976879795,0.327737645122957,0.00714576628245605,0.000459852586974593,0.00606217250568008,-4.51075674294381,0.6,-1.79420812416379,0.341653668908803,0.00198920360896952,0.329694220651962,-1.97532760775983,0.396535966045686,0.00189212074601499,0.382895703566121,0.3,0.09
"0.4",NA,2.0050958228482,0.341544415323573,0.00177225453850874,0.329489205632242,0.00715482939463208,0.000438148248610005,0.00605811276822732,-4.60099965653624,0.6,-1.8734697687811,0.340231930725518,0.00177063436914045,0.328886153806372,-2.06616141199138,0.398922333786082,0.00168264761089803,0.385638737344685,0.4,0.13
"0.5",NA,2.73072239902289,0.325486761892756,0.00163645935577945,0.314335400297404,0.00583370467111989,0.000388333986237469,0.00502618919836577,-4.72994461080442,0.7,-2.00854184401554,0.326003684240562,0.00148025311497372,0.315214052800268,-2.15604973129268,0.397329831578688,0.00148026567021862,0.384544848184851,0.5,0.1
"0.6",NA,1.67484113363177,0.322351748750428,0.00149335532094502,0.311633215476142,0.00586146754688791,0.000367781713131494,0.00504588416382412,-4.80618104592262,0.7,-2.01739930090131,0.3231625767172,0.00151285715357127,0.312267050334529,-2.24491167728452,0.391805971182121,0.00129222406183671,0.379607916459222,0.6,0.09
"0.7",NA,2.00544965934881,0.317236269617243,0.00135518243626312,0.306952664186145,0.00590350606236162,0.000346979378076004,0.00507537118756082,-4.8755518213505,0.7,-2.00472918334773,0.316542037551576,0.001365794567472,0.306450050323645,-2.33839262191045,0.382514570662924,0.00110948193032976,0.371015274861334,0.7,0.09
"0.8",NA,1.89347874652426,0.296975317653091,0.00125991845366214,0.2875133388405,0.00491732675112188,0.000309872880188949,0.00434121565190701,-4.94501581943263,0.8,-2.10832021789577,0.297583349938141,0.0011812756006861,0.288096012600493,-2.42959154513886,0.369727684111432,0.000947334564509125,0.3589714168499,0.8,0.09
"0.9",NA,1.69265226762675,0.265356312459129,0.00121305830386787,0.256933637951111,0.00350768460424074,0.000270267242978981,0.00335744086864506,-4.99147904881336,1,-1.97804374780803,0.265183470901834,0.00117441004874837,0.256823330975275,-2.51971236028935,0.35381237049778,0.000800636904975811,0.343864439163519,0.9,0.04
"1",NA,3.09409816062699,0.258276076845731,0.0011105921150064,0.250250441790052,0.00358033187737669,0.000254565724456173,0.00343456958285048,-5.03080535790485,1,-2.03797556443357,0.258741306360257,0.00108233251514637,0.250639784146248,-2.61004737783488,0.335213199487106,0.000670387275637935,0.326096136898832,1,0.07
